# ID alias catalog claimedtype dec discoverdate discoverer download ebv host hostdec hostoffsetang hostoffsetdist hostra instruments lumdist maxabsmag maxappmag maxdate name photolink ra radiolink redshift references sources spectralink velocity xraylink lumdist_kind redshift_kind velocity_kind
2019 "AT2018dzm, PTSS-18gfo" sne Candidate 2.4656972222222224 2018/07/15 "PTSS, PMO-Tsinghua Supernova Survey (PTSS)" "" 0.0564 "2MASX J15365403+0227484" 2.4634444444444448 8.307 7.745 234.225125 "STA1600 (V), VR" 180 -16 19.8 2018/07/14 AT2018dzm 3,0,1.01 234.22562499999998 "" 0.04 2016A&A...594A..13P,2011ApJ...737..103S "" "" 10000 "" "" host ""
464 AT2012ip sne Candidate 1.4393111111111112 2012/03/20 "Claude Cornen" "" 0.0175 "SDSS J120301.30+012616.7" 1.4379722222222222 5.228 8.532 180.75541666666666 "" 395.632 -18.9988 18.9 2012/03/19 AT2012ip 1,0 180.75597916666666 "" 0.0841239 2016A&A...594A..13P,2011ApJ...737..103S "" "" 24162.4 "" "" host ""
426 AT2000gh sne Candidate 2.5287055555555553 2000/05/05 "Claude Cornen" "" 0.0197 "SDSS J133829.08+023142.0" 2.5283333333333333 2.527 0.9545 204.62116666666665 "" 80.7376 -15.316 19.2 2000/05/04 AT2000gh 1,0 204.62057083333332 "" 0.017996 2016A&A...594A..13P,2011ApJ...737..103S "" "" 5346.5 "" "" host ""
51256 "SN2009lx, MLS091124:114019+030018" sne "II, II P" 3.0051111111111113 2009/11/24 "Drake et al., CRTS" "" 0.0184 "MCG +01-30-08, PGC 36206" 3.0008333333333335 15.56 8.668 175.07916666666662 C 121.5 "" "" "" SN2009lx 0 175.07854166666664 "" 0.0269 2009ApJ...696..870D,2012A&A...538A.120L,2009CBET.2048....1D,2016A&A...594A..13P,2008yCat....1.2024B "" "" 8054 "" "" "" host
47328 SN1997cs sne "II, IIn, II Pec" 2.8956944444444446 1997/06/26 "Mueller, Jean Mueller" "" 0.0345 "A151339+0253, PGC 1240278" 2.8951 17.21 13.04 228.41099999999997 "" 167.9 -18.09 18 1997/06/25 SN1997cs 1,0 228.41574999999997 "" 0.0369 2008ApJ...673..999P,1997IAUC.6689....2G,2012A&A...538A.120L,2016A&A...594A..13P,1997IAUC.6689Q...1M "" 1,4.34 11100 "" "" host host
48639 SN2003bm sne Ic 40.39563888888889 2003/03/02 "Boles, Tom Boles" "" 0.0482 "UGC 4226" 40.39833333333333 23.46 12.19 121.83749999999999 C 124 -17.44 18 2003/03/02 SN2003bm 3,-0.975,1.44 121.84529166666665 "" 0.026 2012A&A...538A.120L,2003IAUC.8086....3F,2016A&A...594A..13P,2003IAUC.8086....1S,2011ApJ...737..103S "" 2,4.39 7911 "" host host host
52472 "SN2014av, PSN J09002002+5229280, <a id=""PSNJ09002002+5229280"">PSN J09002002+5229280</a>" sne "Ibn, Ib" 52.49111111111111 2014/04/19 "Xu, Gao, XOSS" "" 0.0147 "UGC 4713" 52.494166666666665 11 6.9 135.08333333333334 "" 136.508 -19.4435 16.2 2014/04/18 SN2014av 1,0 135.08341666666666 "" 0.030154 2016MNRAS.456..853P,2014CBET.3865....1C,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" 7,4.37,37.4 9036 "" "" "" host
50839 SN2008gf sne II 55.75863888888889 2008/10/09 "Duszanowicz, Grzegorz Duszanowicz" "" 0.0097 "UGC 5201" 55.76305555555555 34.29 18.16 146.14583333333331 "" 112 -18.52 16.7 2008/10/08 SN2008gf 1,0 146.1308333333333 "" 0.0254 2012A&A...538A.120L,2008CBET.1537....1D,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" "" 7634 "" host "" host
52675 "SN2016U, AT2016U, PS16gs" sne IIb 3.4070833333333335 2016/01/04 "Pan-STARRS1, PS1" "" 0.0317 "2MASX J10341910+0324229" 3.406361111111111 3.639 5.257 158.57958333333332 "GPC (w), GPC1 (w, i)" 346 -17.1 20.53 2016/01/14 SN2016U 11,-9.22,98.5 158.58029166666665 "" 0.074 2016ATel.8546....1H,2016A&A...594A..13P,2011ApJ...737..103S "" "" 21000 "" "" spectroscopic ""
48661 SN2003ci sne "II P, II" 4.826638888888889 2003/03/21 LOTOSS "" 0.0507 "UGC 6212" 4.83 15.52 8.325 167.60199999999998 "C, B, V, I" 114 -17.76 17.5 2003/03/21 SN2003ci 45,-0.0971,93.8 167.59929166666663 "" 0.03034 2017ApJ...850...89G,2016AJ....151...33G,2014ApJ...786...67A,2012A&A...538A.120L,2008ApJ...673..999P "" 8 9119 "" host host host
56169 "SN2019mh, AT2019mh, ASASSN-19aj, ATLAS19awe, MLS190119:120236+043258, Gaia19aiq, PS19jg" sne "II, CC" 4.549888888888889 2019/01/09 "ASAS-SN, ATLAS, Pan-STARRS1, GaiaAlerts, ASAS-SN" "" "" "SDSS J120236.32+043259.7, SDSS J120236.33+043259.8" 4.549916666666666 3.14 1.24 180.65133333333333 "ACAM1 (orange), Astrometric, Brutus (g), GPC (w), GPC1 (w), C, V, R" 84.6139 -18.4169 16.2 2019/01/09 SN2019mh 711,0.0785,31.1 180.65099999999998 "" 0.018848 2009ApJ...696..870D,2016A&A...594A..13P "" 1,4.55 5597.2 "" "" host ""
434 AT2001ky sne Candidate 4.594161111111111 2001/02/20 "Galaxy Zoo" "" "" "2MASX J10231308+0435387" 4.594083333333333 3.242 4.135 155.80449999999996 "" 298.01 -20.204 17.1 2001/02/19 AT2001ky 1,0 155.80539999999996 "" 0.06424 2016A&A...594A..13P "" "" 18640 "" "" host ""
7549 "CSS141118:092034+504148, iPTF14hls, AT2016bse, Gaia16aog" sne "II P, PISN, II" 50.696777777777775 2016/04/22 "TNTS, GaiaAlerts, CRTS, TNTS" "" 0.0137 "SDSS J092034.44+504148.7" 50.696861111111104 1.736 1.229 140.1435 "Astrometric, BATC (C), C, u, U, B, g, V, r, R, i, I, z" 156.2 -19.3 16.63 2015/05/22 CSS141118:092034+504148 1904,-234,1000 140.14274999999998 "" 0.0344 2017arXiv171102671A,2012PASP..124..668Y,2018arXiv180610001S,2016A&A...594A..13P,2015ATel.6898....1L "" 63,-130,366 10100 "" "" "" ""
51553 "SN2010io, PS1-10axw" sne Ic 45.73833333333334 2010/09/30 "Duszanowicz, Grzegorz Duszanowicz" e 0.0248 "UGC 4543" 45.73555555555556 11.75 1.978 130.84166666666664 "" 29 -15 17.3 2010/09/29 SN2010io 1,0 130.83920833333332 "" 0.0065 2012A&A...538A.120L,2010CBET.2481....1D,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S "" "" 1991 "" host host host
50676 SN2008X sne "II, II P" 58.85044444444445 2008/02/07 "Boles, LOSS, Tom Boles" "" 0.0162 "NGC 4141" 58.84916666666667 11.3 1.52 182.4458333333333 "" 28 -14.7 17.5 2008/02/06 SN2008X 1,0 182.45137499999998 "" 0.0064 2008CBET.1239....2M,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S "" 1,1.49 1980 "" "" host host
50925 SN2009E sne "II P, II" 58.84730555555556 2009/01/03 "Boles, Tom Boles" e 0.0161 "NGC 4141" 58.84916666666667 20.96 2.823 182.4458333333333 "IRAC (I1, I2), U, B, V, R, I" 28.141 -16.26 15.98 2009/04/06 SN2009E 201,-92.9,451 182.45649999999998 "" 0.006328 2012A&A...537A.141P,2012A&A...538A.120L,2009CBET.1648....1B,2016A&A...594A..13P,2018arXiv180302571S "" 12,-13.4,291 1980 "" "" "" host
51324 SN2010O sne Ib 58.56433333333333 2010/01/24 "Newton, Puckett, Tim Puckett et al." "" 0.0144 "NGC 3690" 58.56222222222222 16.42 3.616 172.1333333333333 "UVOT (W2, W1, M2, U, B, V)" 46.39 -17.72 15.6 2010/01/23 SN2010O 1,0 172.1410833333333 "" 0.0104 2019MNRAS.482.1545S,2010CBET.2144....2N,2012A&A...538A.120L,2016A&A...594A..13P,2014Ap&SS.354...89B "" 2,21.8,26.6 3033 "" "" "" host
51325 SN2010P sne "Ib/IIb, Ib, IIb, II" 58.563694444444444 2010/01/18 "Mattila, Kankare, S. Mattila and E. Kankare" e 0.0144 "NGC 3690" 58.56222222222222 7.185 1.582 172.1333333333333 "C, J" 46.39 -16.02 17.3 2010/01/18 SN2010P 9,-0.495 172.13074999999998 "" 0.0104 2009ApJ...696..870D,2012A&A...538A.120L,2010CBET.2145....1M,2016A&A...594A..13P,2008yCat....1.2024B "" "" 3033 "" "" "" host
49183 SN2005U sne "IIb, II" 58.56180555555555 2005/01/30 "Mattila et al.,  Nuclear SN Search, Nuclear Supernova Search" "" 0.0144 "NGC 3690" 58.56222222222222 9.662 1.855 172.1333333333333 "" 45 -17 15.8 2005/01/29 SN2005U 1,0 172.13841666666664 "" 0.01 2014AJ....147...99M,2005IAUC.8473....2M,2012A&A...538A.120L,2016A&A...594A..13P,2005IAUC.8473....1M "" 4,2.48,47 3033 "" "" host host
47558 SN1999D sne II 58.56083333333333 1999/01/16 "BAOSS, BAO Supernova Survey" "" 0.0144 "NGC 3690" 58.56222222222222 28.76 6.334 172.1333333333333 "KAIT (B, V)" 46.39 -17.52 15.8 1999/01/15 SN1999D 9,0,53.3 172.11825 "" 0.0104 2014MNRAS.442..844F,2012A&A...538A.120L,1999IAUC.7088....3J,2016A&A...594A..13P,2008yCat.2283....0B "" 5,2.47,54.9 3033 "" "" host host
47414 "SN1998T, AAVSO 1122+59" sne Ib 58.56222222222222 1998/03/03 "BAOSS, BAO Supernova Survey" "" 0.0144 "NGC 3690" 58.56222222222222 8.919 1.712 172.1333333333333 C 45 -20 13 1998/03/21 SN1998T 17,-16.8,6.97 172.1380833333333 "" 0.01 2001AJ....121.1648M,2012A&A...538A.120L,1998IAUC.6830....3F,2016A&A...594A..13P,1999AJ....118.2331V "" 4,-16.3,5.45 3033 "" "" host host
47007 SN1993G sne "II, II L" 58.558611111111105 1993/03/06 "Treffers et al., Treffers, Filippenko, Leibundgut," "" 0.0145 "NGC 3690" 58.56222222222222 17.15 3.293 172.1333333333333 "B, V" 45 -16 17.2 1993/03/12 SN1993G 9,-0.99,19.3 172.13929166666665 "" 0.01 2012A&A...538A.120L,2017MNRAS.467..369S,2016A&A...594A..13P,1993IAUC.5718....3S,1993IAUC.5719....1F "" 1,106 3033 "" "" host host
47000 SN1992bu sne Ib/c? 58.56055555555555 1992/03/09 "Buren et al., Van Buren, Jarrett, Terebey, Beichman, Shure, Kamins" "" 0.0144 "NGC 3690" 58.56222222222222 7.163 1.375 172.1333333333333 "" 45 -17 16.6 1992/03/08 SN1992bu 1,0 172.13124999999997 "" 0.01 2012A&A...538A.120L,1994IAUC.5960....3M,2016A&A...594A..13P,1994IAUC.5960....1V,2014MNRAS.444.2428H "" "" 3033 "" "" host host
46778 SN1988M sne II 3.9230555555555555 1988/04/07 "Filippenko, Sargent" "" 0.0211 "NGC 4496B, NGC 4496" 3.9263 11.78 3.749 187.92 "" 13 "" "" "" SN1988M "" 187.92041666666665 "" 0.01511 2008ApJ...673..999P,2012A&A...538A.120L,1988IAUC.4591....3H,2016A&A...594A..13P,2011ApJ...737..103S "" "" 4546 "" host host host
47086 SN1995I sne II 3.5989444444444447 1995/02/28 "Pollas, Christian Pollas" "" 0.0209 "A132059+0335, MAPS-NGPO_558_0292422" 3.5974 5.996 8.886 200.24999999999997 "" 353.73 -18.164 19.5 1995/02/27 SN1995I 1,0 200.249375 "" 0.07565 2008ApJ...673..999P,1995IAUC.6153....4M,2012A&A...538A.120L,2016A&A...594A..13P,1995IAUC.6153....1P "" "" 22500 "" "" host host
46870 SN1991C sne II 5.342099999999999 1991/01/15 "Mueller, Jean Mueller" "" 0.0234 "A113242+0521, PGC 1281917" 5.343299999999999 5.613 3.274 173.16799999999998 "" 127.2 -17.492 18 1991/01/14 SN1991C 1,0 173.16899999999995 "" 0.02814 2008ApJ...673..999P,1991IAUC.5167....3B,2000AJ....120..367G,2012A&A...538A.120L,2016A&A...594A..13P "" 1,36.5 8500 "" "" host host
51969 "SN2012ab, 2MASS J12224761+0536241" sne "IIn, II" 5.606944444444444 2012/01/31 "Vinko et al., ROTSE" e 0.0175 A122248+0536 5.6066666666666665 6.054 2.278 185.7 R 80.8 -19.2 15.32 2012/02/27 SN2012ab 31,-25.7,49.9 185.69833333333332 "" 0.018 2017arXiv171203370B,2012CBET.3022....2S,2016A&A...594A..13P,2012CBET.3022....1V,2011ApJ...737..103S "" "" 5400 "" "" "" host
50984 "SN2009bl, PTF09g" sne II 54.459833333333336 2009/03/17 "Kasliwal et al., PTF" "" 0.0135 "A151631+5427, PGC 2470268" 54.459722222222226 4.378 4.082 229.12916666666666 "" 180 -18 18.4 2009/03/16 SN2009bl 1,0 229.13124999999997 "" 0.04 2009CBET.1732....1K,2012A&A...538A.120L,2016A&A...594A..13P,2009PASP..121.1395L,2012PASP..124..668Y "" "" 12000 "" "" host host
47956 "SN2001S, AAVSO 1005+59" sne II 58.867472222222226 2001/02/06 "Puckett, Sehgal, Tim Puckett et al." "" 0.0083 "UGC 5491" 58.86472222222223 11.68 5.498 152.99166666666667 C 140 -19 17 2001/02/16 SN2001S 2,-9.94,-1.43 152.98833333333332 "" 0.03 2012A&A...538A.120L,2001IAUC.7580....3B,2016A&A...594A..13P,2001IAUC.7580....1P,2011ApJ...737..103S "" 7,-0.485,66.5 9100 "" "" host host
12857 "Gaia17ayh, AT2017cxp, PS17dao" sne Candidate 57.769169444444444 2017/04/06 "GaiaAlerts, Pan-STARRS1, Gaia" "" 0.0118 "MCG +10-21-32, SDSS J144850.44+574615.1" 57.77086111111111 6.489 5.725 222.21016666666665 "Astrometric, GPC (i, z), GPC1 (i)" 201 -19.9 16.58 2018/08/15 Gaia17ayh 23,-475,-0.242 222.21133333333333 "" 0.044 2016A&A...594A..13P,2011ApJ...737..103S "" "" 13000 "" "" "" ""
47852 SN2000ct sne "II, IIn" 33.47916666666667 2000/07/04 "Puckett, Tim Puckett et al." "" 0.0194 A170103+3328 33.47916666666667 8.007 3.769 255.26249999999993 "" 140 -19 16.9 2000/07/08 SN2000ct 1,0 255.26516666666663 "" 0.03 2000IAUC.7448....4N,2012A&A...538A.120L,2016A&A...594A..13P,2000IAUC.7448Q...1P,2011ApJ...737..103S "" 1,-1.46 8950 "" "" host host
51065 "SN2009eo, CSS090513:145808+022603" sne "II, IIn" 2.43425 2009/05/13 "Drake et al., CRTS" "" 0.0457 "A145807+0226, CGCG 048-079, PGC 53491" 2.434166666666667 14.84 13.09 224.52916666666664 "" 201 -18.4 18.1 2009/05/12 SN2009eo 1,0 224.53329166666663 "" 0.044 2009CBET.1801....1D,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" "" 13200 "" "" host host
54274 "SN2018agn, AT2018agn, C17-0017" sne II -1.2963138888888888 2018/03/06 "Pan-STARRS1, KEGS" "" 0.0238 "SDSS J133719.26-011744.2" -1.295611111111111 2.904 3.327 204.33024999999998 "DECAM (i), GPC1 (g)" 268 -16.8 20.27 2018/03/17 SN2018agn 4,-11.3,-0.00945 204.32985416666665 "" 0.058 2016A&A...594A..13P,2011ApJ...737..103S "" 1,4.44 17000 "" "" spectroscopic ""
46330 SN1963B sne I 5.244055555555556 1963/01/23 "Zwicky, Fritz Zwicky" "" 0.039 "A151131+0514, CGCG 049-032, PGC 54219" 5.243888888888889 6.302 4.999 227.87916666666666 "" 178 -19.2 17 1963/01/22 SN1963B 1,0 227.88091666666665 "" 0.039 2012A&A...538A.120L,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S,2008yCat....1.2024B "" "" 11800 "" "" host host
50157 "SN2007by, SNF20070422-006" sne II 4.470305555555556 2007/04/22 "NSF, Nearby Supernova Factory" "" 0.066 "A154444+0428, PGC 1268647" 4.470277777777778 1.201 1.12 236.1833333333333 "" 180 -17 19.1 2007/04/21 SN2007by 1,0 236.18366666666662 "" 0.04 2007CBET..941....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1059....1A,2011ApJ...737..103S "" "" 12000 "" "" host host
47970 SN2001ag sne II 46.460750000000004 2001/03/27 "Puckett, Peoples, Tim Puckett et al." "" 0.0113 "MCG +08-18-09, PGC 27217" 46.461600000000004 5.395 2.969 143.63099999999997 "" 119.6 -17.96 17.4 2001/03/26 SN2001ag 1,0 143.6292083333333 "" 0.02649 2008ApJ...673..999P,2001IAUC.7603....3S,2012A&A...538A.120L,2016A&A...594A..13P,2001IAUC.7603....1P "" 1,1.46 8000 "" "" host host
49506 SN2005mf sne Ic 44.814277777777775 2005/12/25 "Bian et al., THCA Supernova Survey, THCA Supernova Survey" "" 0.0151 "UGC 4798" 44.8107 13.53 7.513 137.17799999999997 "Ks, U, B, V, r', R, i', J, H" 120.79 -18.582 16.8 2005/12/31 SN2005mf 211,-6.82,99.9 137.17637499999998 "" 0.02675 2014ApJS..213...19B,2011ApJ...741...97D,2014AJ....147...99M,2019MNRAS.482.1545S,2008ApJ...673..999P "" 6,-3.41,6.33 8027 "" "" host host
51202 SN2009jv sne "IIb, II" 47.617777777777775 2009/10/16 "Gorelli, Newton, Puckett, Tim Puckett et al." "" 0.0114 "UGC 5157" 47.620555555555555 10.15 3.438 145.24166666666665 "" 55 -16.5 17.2 2009/10/15 SN2009jv 1,0 145.2409583333333 "" 0.0161 2019MNRAS.482.1545S,2012A&A...538A.120L,2009CBET.1977....1G,2008yCat....1.2024B,2016A&A...594A..13P "" 2,6,6.99 4826 "" host "" host
52256 "SN2013bn, CSS130415:114802+543439, PTF13alq, iPTF13alq" sne "Ic BL, Ic, Ic-hyp" 54.57738888888889 2013/04/15 "Drake et al., CRTS" "" 0.012 A114802+5434 54.577222222222225 0.6542 0.7158 177.00833333333333 "" 251.1 -19.14 17.8 2013/04/23 SN2013bn 1,0 177.00845833333332 "" 0.0545 2013CBET.3489....1D,2019MNRAS.482.1545S,2013ATel.4989....1T,2016A&A...594A..13P,2008yCat....1.2024B "" 1,-3.89 16350 "" "" "" host
52274 "SN2013cf, iPTF13akg, PSN J11343649+5453244, <a id=""PSNJ11343649+5453244"">PSN J11343649+5453244</a>" sne "II P, II" 54.89011111111111 2013/04/29 "Arbour, Ron Arbour, R. Arbour" "" 0.013 "PGC 213858" 54.89138888888889 6.365 2.578 173.65416666666664 R 86.7908 -16.3116 18.36 2013/05/04 SN2013cf 43,-23.9,15.5 173.65204166666663 "" 0.019326 2016ApJ...820...33R,2012PASP..124..668Y,2013CBET.3516....1A,2016A&A...594A..13P,2008yCat....1.2024B "" 1,-0.491 5794 "" "" "" host
49784 SN2006iv sne "IIb, II" 54.98738888888889 2006/10/05 "Duszanowicz, Grzegorz Duszanowicz" "" 0.0095 "UGC 6774" 54.9918 18.36 3.179 177.04699999999997 "" 36.1 -16.9 15.9 2006/10/04 SN2006iv 1,0 177.05145833333333 "" 0.0081 2008ApJ...673..999P,2019MNRAS.482.1545S,2006IAUC.8759....4G,2012A&A...538A.120L,2016A&A...594A..13P "" 1,19.8 2407 "" "" host host
52172 "SN2012hw, PSN J09413802+4840255, SNhunt162, <a id=""PSNJ09413802+4840255"">PSN J09413802+4840255</a>" sne "II P, II" 48.67358333333333 2012/12/11 "Howerton, Howerton et al., CRTS" "" 0.0154 "MCG +08-18-023, MCG +08-18-23, KUG 0938+488" 48.67055555555555 10.92 8.513 145.40833333333333 "" 173.269 -19.3531 16.8 2012/12/11 SN2012hw 1,0 145.40862499999997 "" 0.038054 2012CBET.3353....1H,2017csnh.book.....H,2016A&A...594A..13P,2008yCat....1.2024B,2012ATel.4655....1T "" 1,7.23 11408 "" "" "" host
52586 "SN2015Q, PSN J11473508+5558147, PS15aym, PSN J11473508+555814" sne Ib 55.97075 2015/06/17 "Wiggins, Patrick Wiggins" "" 0.0099 "NGC 3888" 55.967222222222226 15.6 3 176.89166666666665 "GPC (r, i, z, y)" 36 -17 16.1 2015/06/19 SN2015Q 12,0,328 176.89616666666666 "" 0.008 2015CBET.4128....1W,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" "" 2386 "" "" "" host
52254 "SN2013bl, PSN J08461506+4134400, <a id=""PSNJ08461506+4134400"">PSN J08461506+4134400</a>" sne "IIb, Ib/c" 41.57777777777778 2013/04/07 "Rich, Rosebush, Sawjer, Doug Rich, D. Rich" "" 0.0243 "UGC 4578, NGC 4578" 41.57972222222222 13.8 8.66 131.55833333333334 "" 137.48 -17.6587 18 2013/04/06 SN2013bl 1,0 131.56275 "" 0.030364 2013CBET.3484....1R,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" 1,10.2 9103 "" "" "" host
47370 SN1997ei sne "Ic, Ia" 58.49066666666667 1997/12/23 "Aoki, Masakatsu Aoki" "" 0.0195 "NGC 3963" 58.4936 14.04 3.161 178.745 "V, R" 47.427 -17.039 16.33 1997/12/27 SN1997ei 11,-4.95,62.9 178.74991666666665 "" 0.01063 2001AJ....121.1648M,2008ApJ...673..999P,2012A&A...538A.120L,1997IAUC.6795....3B,2016A&A...594A..13P "" 4,20.3,31.2 3204 "" "" host host
48679 SN2003da sne II 42.180166666666665 2003/04/06 "Boles, Tom Boles" "" 0.0159 "UGC 4992" 42.1834 11.85 3.462 140.94899999999998 "" 61.944 -18.545 15.4 2003/04/11 SN2003da 1,0 140.94816666666665 "" 0.01385 2008ApJ...673..999P,2003IAUC.8108....2G,2012A&A...538A.120L,2016A&A...594A..13P,2003IAUC.8108....1B "" "" 4152 "" "" host host
49791 "SN2006jc, UGC 4904-V1, UGC 4904 V1" sne "Ibn, Ib/c Pec, Ib Pec, Ib/c, Ic" 41.909083333333335 2006/10/09 "Itagaki, Koichi Itagaki" e 0.0172 "UGC 4904" 41.911 11.46 1.361 139.33999999999997 "Chandra ACIS, IRAC (I1, I2), Swift XRT, UVOT (W2, W1, M2, U, B, V), Ks, U, B, V, r', R, i', I, J, H" 24 -18.9 12.99 2006/10/13 SN2006jc 694,-10.9,405 139.3365833333333 "" 0.005574 2014ApJS..213...19B,2014Ap&SS.354...89B,2014AJ....147...99M,2007Natur.447..829P,2009MNRAS.392..894A "" 75,-1.49,160 1671 7 "" "" host
